CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
769010,1,30/06/1999,BCRB,Q061501130934,,
439481,2,17/04/2007,WBRI,J016387031321,,
679389,2,16/02/2001,OOTH,H076299840233,,
80405,1,06/11/2008,WIRT,X086610882498,,
259754,1,02/05/2007,MOTH,X012605454287,,
451430,1,05/06/2002,WBRI,C006644338139,,
92498,2,04/07/2007,BOTH,A069012276303,,
536499,2,15/02/2002,MWAS,V099394504485,,
248000,1,06/11/2001,BAFR,G055261055087,,
376839,1,16/06/2004,OOTH,F088570680239,,
585985,1,02/08/2002,CHNE,R016961879461,,
458146,2,11/12/2000,WOTH,Y093791936878,,
115810,1,03/11/2008,BCRB,J036726362111,,
700392,2,07/08/2008,MOTH,Z051414404651,,
336438,2,27/05/2003,BOTH,Y034668472441,,
260471,1,17/03/2002,AOTH,J031376199335,,
300991,1,27/01/2001,APKN,J064396537844,,
631002,2,24/11/2000,WIRT,G099305176452,,
531616,1,30/09/2001,APKN,H052678878193,,
221025,2,29/04/2004,NOBT,Y048619013809,,
725812,2,21/11/2006,WBRI,P002971600776,,
904092,2,20/06/2005,REFU,Y067126633030,,
735996,1,05/10/2007,WROM,C009844470867,,
814676,2,21/02/2002,MOTH,L051308299899,,
424048,2,28/04/2004,WIRI,K052262191905,,
502939,1,08/07/2005,AOTH,J006324372711,,
955390,1,03/09/2005,CHNE,M053319012692,,
535258,1,24/01/2009,WIRT,Y042695356004,,
536074,2,05/11/2008,WIRI,O071080534225,,
504825,1,02/10/2008,APKN,X022195043820,,
731959,2,29/09/2007,WOTH,R061705640248,,
115869,1,06/08/2006,NOBT,M027788110997,,
370716,1,21/07/2009,WOTH,S085294584266,,
48420,1,31/07/2003,MWBA,J058349679443,,
279171,1,15/01/2008,MOTH,Y090960052228,,
313400,1,29/10/2009,MWAS,B064524277727,,
99151,1,27/12/2005,REFU,V026071191052,,
663628,1,12/08/2007,ABAN,T020340283971,,
87408,2,09/01/2005,MOTH,P019403841816,,
332604,1,08/09/2002,MWAS,Y089693361499,,
204727,1,17/03/2006,APKN,X017180369396,,
268672,1,02/01/2006,WROM,Y086738866933,,
874935,2,11/12/1999,BCRB,F015418964151,,
872667,2,26/09/2006,ABAN,Y072060183409,,
200216,1,20/04/2007,WBRI,E034112483408,,
204635,2,19/09/2007,WBRI,G062312119458,,
604939,2,25/01/2005,BCRB,J094995647415,,
96146,1,28/01/2009,REFU,M077031628515,,
294712,2,19/12/2009,WIRI,V065638224431,,
405981,2,28/06/2009,REFU,F037371273514,,
472738,1,09/10/2005,OOTH,M025668792766,,
511908,2,18/08/2006,APKN,U063543208773,,
993726,2,18/02/2001,ABAN,M028925757624,,
23961,2,15/03/2003,BOTH,E076873546996,,
753062,2,24/06/2008,MWAS,L079632235794,,
562913,1,21/01/2002,WOTH,X072942545850,,
533297,1,17/08/2007,AOTH,N090041216254,,
704877,1,15/07/2000,WIRT,K094569734387,,
862146,2,02/08/2006,APKN,T040866019829,,
2351,1,19/07/2003,NOBT,H073568167382,,
682527,1,22/04/2008,MWAS,X052722440351,,
121280,1,19/07/1999,WIRI,D030231193036,,
404747,2,29/12/2005,WOTH,M083923061390,,
923340,1,01/07/2000,MWAS,A069379035262,,
280577,1,21/11/2007,WBRI,A088291693314,,
274248,2,12/06/2005,AIND,W096544617608,,
303075,1,13/11/2006,ABAN,P098055642543,,
610915,2,08/06/2009,MWAS,P015990734856,,
340899,1,10/05/2001,WIRT,H063323829962,,
937777,2,13/09/2005,ABAN,N007572513278,,
543554,1,21/03/2003,NOBT,Z076585454920,,
442009,2,17/02/2004,NOBT,B000162331256,,
557029,2,04/01/2007,AIND,T099634773040,,
479556,1,15/04/2006,MWBA,A054171871308,,
956819,1,15/11/2002,REFU,R003625207297,,
673109,1,06/10/2000,WOTH,Q032699198676,,
547599,2,25/02/2007,WIRT,U097381237789,,
506970,1,18/12/2009,BAFR,E076150921231,,
755557,1,04/07/2006,MWBA,W060945154163,,
745426,2,03/10/2007,APKN,Q051556941170,,
245211,2,12/06/1999,MWAS,L069859292345,,
787415,1,12/04/2004,MWBC,C053014138768,,
43061,2,05/07/2005,BOTH,N095049339604,,
926516,1,08/03/2006,MWBA,G054658168071,,
230147,2,15/06/2005,BAFR,E096082708682,,
462241,1,09/07/2003,NOBT,O059307399715,,
975420,1,20/08/2004,MOTH,J055469316479,,
213931,2,21/06/2002,BCRB,N011095490793,,
137108,2,01/04/2004,NOBT,B021158724772,,
83267,1,10/06/1999,BAFR,O032156368069,,
365497,1,08/01/2009,ABAN,B088648905633,,
737153,1,31/05/2003,WOTH,S091529097102,,
464233,1,31/03/2005,WIRT,Z026566439651,,
774643,2,27/06/2006,MWAS,Y055033091670,,
994928,1,01/02/2005,WROM,G039321116055,,
694959,1,11/09/2008,MWAS,Z092594109024,,
248635,2,30/10/2001,BAFR,O075790678196,,
172422,2,23/02/2000,CHNE,O098601897148,,
513331,1,11/10/2009,WIRT,U062830585128,,
876949,1,11/03/2001,AIND,A055109283182,,
505453,1,04/08/2009,ABAN,O011128357749,,
667777,1,02/11/1999,WOTH,C090647341034,,
311627,1,25/02/2001,MWBC,M096485943580,,
842080,2,14/05/2007,WROM,E036647976521,,
927421,2,19/03/2007,ABAN,L096634408111,,
643340,1,12/04/2004,WIRT,B025161806306,,
725070,1,06/10/2000,WIRT,Q035091471040,,
550940,1,11/07/2004,BCRB,R034294505579,,
155620,2,19/09/2004,OOTH,A001366054712,,
386356,1,23/08/2008,BAFR,H047853649807,,
365512,2,11/02/2001,MOTH,Q071750813981,,
635687,1,25/10/2004,AIND,J067297367919,,
428775,1,18/03/2005,AIND,O074379008676,,
261427,1,16/06/1999,WBRI,E055507914008,,
291083,2,10/08/2006,MWBA,M090388820257,,
673034,2,12/02/2008,MWAS,H057704240760,,
6727,2,11/08/2004,WROM,W054584543873,,
179822,2,07/05/1999,MOTH,F071912162971,,
814038,2,09/01/2007,MWAS,X044981123816,,
422444,2,30/11/2001,OOTH,M097328773264,,
765381,2,14/04/2006,OOTH,Q069019824326,,
742220,2,24/09/2000,BAFR,M014519228329,,
280524,1,24/12/2003,MWBC,G083032692351,,
318887,1,07/09/2002,WROM,K044405090237,,
5955,1,19/08/2009,BAFR,J068827775173,,
781863,1,02/04/2002,WBRI,Y066761025102,,
99273,1,03/07/2005,REFU,Y085151664331,,
775675,2,02/04/2006,BOTH,J070382886759,,
800588,1,04/12/2001,BOTH,B098026740716,,
347253,2,29/11/2000,REFU,U091574097544,,
140405,1,02/03/2008,NOBT,X024963182164,,
753090,1,26/12/2009,MWBC,N074041046350,,
27053,2,21/02/2007,BAFR,K056545700564,,
230761,1,24/08/2001,BOTH,Z002393756432,,
610489,2,24/05/2006,APKN,T037978312243,,
719836,2,30/07/2005,BAFR,V088817270605,,
369768,2,03/02/2000,AOTH,L045537020009,,
628500,1,07/09/2000,WBRI,I060079204878,,
397940,2,17/03/2005,AOTH,T080178625463,,
211806,2,28/07/2002,WIRI,G079315831333,,
991189,1,20/05/2006,WBRI,S015033405894,,
70568,1,05/08/2000,NOBT,Z054840334203,,
472130,1,04/02/2004,MWBA,B023555825835,,
396741,1,20/09/2003,BOTH,Y040211971613,,
677730,2,05/01/2000,BCRB,I080800546858,,
261597,1,05/01/2006,WIRI,I083713247408,,
942534,2,19/09/2009,MWAS,R040767669795,,
37452,2,05/06/2005,BCRB,X064501631528,,
210846,2,09/11/2007,WOTH,A011305635661,,
187276,1,02/09/2006,AOTH,A030266826026,,
293925,1,26/12/2000,ABAN,U067044939862,,
716651,1,14/11/2009,AIND,L008065103647,,
690022,1,13/05/2002,MOTH,Q090506719697,,
171369,2,29/07/2001,ABAN,K086104209748,,
13086,1,29/06/2005,WIRT,W066249558267,,
812221,2,10/08/2006,APKN,V003349657697,,
70974,2,22/12/2008,MOTH,W043187278370,,
972733,1,06/05/2008,MWAS,L074293376676,,
489455,2,31/08/2008,OOTH,F011477533389,,
211309,1,07/11/2004,MWAS,T048741222233,,
359195,2,09/02/2009,AIND,I038100633233,,
159447,2,08/12/2008,OOTH,B013886067330,,
352274,1,02/10/2000,BOTH,F059320444035,,
922154,1,26/08/2009,MWBA,U016943860805,,
980455,2,03/11/2005,APKN,H050943333600,,
418846,1,26/08/2009,APKN,Y083756633299,,
893365,2,06/09/2003,MOTH,B069232251370,,
831429,2,26/12/2009,OOTH,P085918211744,,
57648,1,02/09/2008,NOBT,E078333898249,,
315859,2,27/07/2000,WIRT,K069467004274,,
484400,1,22/04/2003,CHNE,B067536638464,,
372110,2,16/03/2000,BCRB,D087222616588,,
539670,2,14/04/2008,WBRI,G075411589743,,
579068,2,06/11/2002,OOTH,A042666227730,,
1656,1,25/01/2006,WBRI,J085527718559,,
662834,2,05/09/2004,MWAS,B027846515086,,
679089,1,23/07/2001,WIRI,M018282532437,,
978525,2,04/10/2008,AOTH,J036970451018,,
257705,2,06/03/2007,WROM,K096643170384,,
411707,2,28/10/2008,MOTH,A077301877588,,
534005,2,14/05/2000,APKN,D073152340737,,
103114,2,16/05/2006,MWBA,K005912181735,,
414521,2,14/10/2009,CHNE,I073964300941,,
268322,2,26/01/2008,ABAN,V097603943730,,
777424,1,05/11/2005,BOTH,X064236256900,,
127407,1,21/08/2002,APKN,A052987002851,,
388154,2,11/06/2008,BOTH,V023158284458,,
371371,1,09/08/2008,OOTH,X009624492333,,
227488,2,11/08/2004,MWBC,I034975157626,,
279660,2,09/02/2009,OOTH,U097932615128,,
481088,1,28/02/2006,CHNE,K088832986703,,
629831,2,04/10/2007,BAFR,J093468576125,,
766270,1,09/02/2002,MWBC,E003704228614,,
800491,2,05/07/2008,BAFR,X013500857289,,
59087,2,17/06/2009,REFU,A061919291284,,
750487,2,11/06/2003,CHNE,H029935423528,,
63975,2,09/12/2006,CHNE,N003600836325,,
309114,2,10/09/2006,WIRI,U015441057702,,
53927,2,25/01/2006,WOTH,D098398624737,,
814280,2,01/10/2008,MWBA,S066329313940,,
460752,2,14/11/2008,OOTH,R089951240129,,
460574,1,24/12/2002,MOTH,D086331036644,,
64233,1,22/12/2005,WBRI,C046327036819,,
284120,1,25/05/2009,WOTH,Q075356713877,,
856877,1,18/05/2002,CHNE,A011289375847,,
546042,1,12/06/2003,WROM,T072999949937,,
425538,1,23/08/2009,WROM,M095814341035,,
584620,1,14/12/2000,MWAS,A096094318072,,
851516,2,29/09/1999,ABAN,E080591591822,,
164592,2,03/10/2004,MOTH,D061467442844,,
519,1,26/03/2002,AOTH,Z083151961630,,
75578,1,20/06/2001,BAFR,U049087631928,,
838434,2,12/07/2006,CHNE,J082515354925,,
325007,1,06/12/2009,CHNE,H052060460155,,
980483,2,15/11/2006,AOTH,Y097796767275,,
604396,2,26/04/1999,AOTH,X027037450585,,
290,2,13/11/2000,MWBC,S077270991828,,
294875,1,01/03/2004,MWBA,F062141812188,,
241130,2,24/06/2003,APKN,H093638760269,,
502148,1,05/10/2001,OOTH,F010072921303,,
411555,1,28/04/2001,MWBA,G063125093680,,
172092,1,01/07/1999,BCRB,G027846881849,,
667440,2,08/10/1999,WROM,O067564394193,,
895808,1,26/01/2009,BAFR,G000052982093,,
740561,2,21/12/2006,BOTH,E059209051247,,
793208,2,27/04/1999,BCRB,P004006121251,,
364661,2,21/07/2000,BAFR,R067471644448,,
454546,1,25/03/2009,MOTH,G083815330215,,
876799,1,02/02/2002,MWBA,V006916890281,,
812096,2,04/06/2008,MWBA,W055040635331,,
890271,2,09/07/1999,OOTH,C082502442296,,
546571,2,04/05/2003,NOBT,O097325077435,,
444178,1,22/09/2000,BCRB,H068748435289,,
446453,1,19/08/2007,MWAS,O060088226723,,
621603,1,16/08/1999,BAFR,R029557881802,,
275069,2,21/02/2008,REFU,C047233588915,,
216649,2,22/04/2004,WIRT,M094850983577,,
579001,1,23/10/2006,WROM,V075376052261,,
962525,1,25/04/2001,BCRB,K084261307548,,
625998,2,06/07/2003,BOTH,M070449482970,,
532196,1,24/06/2005,AIND,Q016288789597,,
549349,1,14/05/2005,NOBT,Y037398738157,,
852739,1,22/02/2007,WBRI,S084266748184,,
149412,2,16/11/2007,BCRB,V042380038652,,
417910,1,01/07/2001,MOTH,Z051805894237,,
916945,2,04/07/2001,NOBT,O029214693845,,
518169,1,19/04/1999,BAFR,G013456598481,,
755819,2,30/08/2008,CHNE,C098641532391,,
162049,1,05/04/2008,OOTH,U075088365759,,
744111,2,07/10/1999,APKN,H008433024207,,
282989,1,22/10/2009,BOTH,O012221421828,,
818828,2,27/12/2000,WIRI,P084109199756,,
675419,1,06/03/2005,AIND,X017327609833,,
152230,1,23/06/2008,MWAS,L055382525385,,
970280,2,02/07/2007,NOBT,E037689757645,,
948155,1,25/11/2006,WIRI,N057905873205,,
544632,1,08/04/2000,AIND,I003960568634,,
397023,2,24/02/2003,OOTH,W009792898792,,
438930,1,11/10/2006,WIRI,I076412613455,,
208073,1,27/04/1999,REFU,S006753743328,,
923920,1,30/07/2000,ABAN,W014653132554,,
824525,2,24/06/2000,OOTH,X029365343856,,
422617,2,08/07/2005,NOBT,F001088721722,,
153964,1,26/11/2004,AOTH,O003574313445,,
272687,2,30/09/2006,REFU,I071335746933,,
707054,1,29/07/2004,REFU,D026903151571,,
536218,1,25/07/2009,OOTH,B080852841567,,
289373,1,30/10/2008,APKN,E085422999763,,
709655,1,17/05/2006,ABAN,R067442039196,,
871945,1,22/01/2006,APKN,L066704408874,,
138289,1,26/09/1999,WROM,V009054120811,,
422413,1,15/05/2009,BCRB,P076509903805,,
957444,2,31/10/2003,MOTH,L042682730211,,
553116,2,05/11/2009,WBRI,L050987733913,,
92150,2,31/07/2008,ABAN,X075537188636,,
282067,1,13/10/2006,WBRI,L069288592535,,
672530,1,02/04/2002,WBRI,J098196068854,,
719756,1,27/03/2008,WOTH,G002637750426,,
844369,1,24/03/2006,AIND,U057820454535,,
533989,2,27/11/2002,MWAS,K082258907992,,
731704,2,31/12/2007,AIND,G012866603948,,
236096,2,28/11/2008,MWBA,Y043116630012,,
993069,2,25/08/2005,MOTH,D005392752387,,
146596,2,04/11/2003,WIRT,T084635363492,,
622236,2,26/08/2008,REFU,K016113843897,,
46269,2,23/11/2009,REFU,G040660869968,,
865691,2,13/12/2003,MWAS,M079679871033,,
324051,2,02/11/2005,MWBA,X029965769702,,
717291,1,10/05/2008,WBRI,R043830567316,,
593379,1,09/09/2002,NOBT,R002150782342,,
814378,2,16/08/2000,AIND,T034688987368,,
905870,1,24/05/2002,BCRB,M000534024714,,
342559,1,23/07/2000,ABAN,P017738656038,,
882477,2,03/07/2001,MWBA,E021167971628,,
828730,2,16/07/2003,CHNE,W031091763501,,
278501,2,20/01/2009,WROM,R014360234551,,
768841,2,20/02/2005,MWBC,M080810115808,,
666948,2,31/10/2002,BOTH,U071041791144,,
140302,1,16/03/2004,WIRI,Q043462748535,,
438335,1,07/07/2009,OOTH,S049196704737,,
122983,1,09/03/2006,AOTH,R029520689140,,
516144,1,20/11/2005,MWAS,U096866684592,,
433741,2,05/09/2007,MWAS,R006732373718,,
109036,2,22/09/2004,OOTH,C023816763637,,
163651,2,09/10/2004,REFU,X069070010265,,
900357,1,01/04/2006,WROM,E074899989490,,
506195,2,24/08/1999,WIRI,P049921630292,,
909227,2,16/01/2003,REFU,A008603382963,,
519059,1,14/08/2005,MOTH,L062252004368,,
524792,2,04/02/2002,WBRI,E021074591147,,
512334,2,09/08/2006,MWAS,I004115279608,,
625116,2,16/02/2008,MWAS,M043488667151,,
653400,1,03/06/2001,WIRT,U041817259633,,
288164,1,28/09/2007,BOTH,O051544951413,,
283412,2,09/03/2007,WIRT,A082443445350,,
5185,1,02/04/2006,MWBC,J014318194952,,
937220,2,04/06/2008,OOTH,S084967372908,,
576170,2,04/10/2007,WOTH,R037672110195,,
665330,1,26/06/2009,APKN,H033566864014,,
554262,1,20/09/2009,ABAN,I022265318790,,
42306,2,20/09/2002,REFU,Z048415637684,,
9522,2,17/07/2000,WIRI,L078466270392,,
915936,2,05/08/2004,OOTH,F095226787406,,
975846,2,23/08/2004,MWBC,F097785332791,,
715090,2,16/04/2007,AIND,Y053926726728,,
127822,2,14/01/2007,WIRT,G082529607502,,
396544,1,12/02/2002,WIRT,E023838702217,,
741403,1,16/10/1999,MWBA,H057850028711,,
720102,1,07/09/2007,AIND,N089185129229,,
62049,1,26/02/2007,WIRT,V007238896684,,
180755,1,19/11/2005,BCRB,X015184128838,,
259829,2,07/03/2008,ABAN,D065541653600,,
662981,2,03/03/2009,MWBA,R090685935512,,
675875,1,11/04/2005,WIRT,V045446009442,,
485365,1,27/11/1999,MWBC,Y026071819925,,
34572,2,17/09/2008,BCRB,B055762752526,,
161955,1,13/01/2009,WBRI,V009092646622,,
906009,1,17/07/2002,WIRT,A088402234490,,
616437,1,14/12/2004,APKN,G081565732555,,
983950,2,24/03/2000,NOBT,U045415744867,,
137924,2,30/04/2007,WIRT,X002293765031,,
947035,1,20/02/2000,WROM,J063296501389,,
580909,1,03/07/2005,MWAS,J037685050373,,
32517,2,26/06/2002,AOTH,H051792913503,,
741598,2,15/09/2001,AIND,Q016150865898,,
986890,2,23/10/2003,MOTH,N012106758458,,
625004,1,15/03/2008,WROM,F011614995802,,
897460,2,10/08/2008,OOTH,T088461658807,,
951716,1,01/02/2007,WOTH,H028653313898,,
563451,1,19/07/2006,WIRT,E047436963737,,
311255,2,26/08/2009,NOBT,G003904541844,,
601190,1,03/04/2007,APKN,Y054967331703,,
312018,2,25/08/1999,BAFR,K028797197391,,
380785,1,24/05/2002,MWAS,G034335870033,,
871541,2,22/08/2009,OOTH,B079212267334,,
261119,1,14/07/2007,BAFR,P072930722481,,
152946,1,12/10/2005,WROM,B083355176801,,
778189,2,04/09/2002,AOTH,R036876616149,,
948010,1,18/11/2006,WROM,Y089162837635,,
53639,2,17/01/2001,CHNE,B008138222402,,
282921,1,15/07/2009,OOTH,M027837427588,,
992331,2,05/01/2006,BAFR,Q000523888240,,
244657,2,23/04/2002,WBRI,H060707288819,,
288912,1,10/03/2006,WROM,N048941650550,,
647811,1,24/05/2006,MOTH,Y003283235498,,
822010,1,19/01/2003,WROM,X093091750132,,
401650,2,15/10/2006,WBRI,M063490821928,,
982048,2,01/10/2008,WIRI,S018835213408,,
109200,2,09/08/2008,ABAN,N053378718909,,
939948,1,15/11/1999,OOTH,D012188242383,,
77296,1,30/06/2007,REFU,R059449166410,,
583209,1,02/07/2009,WROM,H031895823080,,
193201,1,07/02/2005,MOTH,C001703711126,,
582902,1,13/02/2006,APKN,A010069569335,,
942509,1,05/02/2006,MWAS,B053854775398,,
73142,1,14/04/2006,WROM,B090324946866,,
817309,1,12/07/2005,BAFR,I081122421994,,
269791,1,07/08/2001,AOTH,P089499978552,,
947752,2,15/02/2006,AIND,T003700624866,,
472494,1,08/11/2001,REFU,W075132322719,,
893776,1,03/11/2002,AOTH,E090439226140,,
871218,2,14/04/2005,MWAS,J041142256325,,
978638,1,03/02/2005,WIRI,W042007626395,,
994520,1,18/12/1999,ABAN,H007512766791,,
617686,2,28/11/2006,BOTH,W073455076868,,
19259,2,08/08/2007,WROM,K053655532422,,
110350,2,14/12/2003,AIND,M031904257479,,
676893,1,14/08/2002,ABAN,F075405406561,,
326293,1,28/08/2009,AOTH,H050087712692,,
903879,1,11/02/2000,AIND,D027929786093,,
549023,2,05/07/2005,APKN,P019900227986,,
60122,1,17/10/2003,WIRI,Z057252510554,,
213881,2,10/01/2007,BCRB,U083320502940,,
288064,1,25/11/2000,MWAS,H028794284724,,
984305,2,21/09/2002,MOTH,M032527292790,,
118889,2,16/06/2004,BAFR,H073378260636,,
783886,1,13/03/2007,WIRT,Q076702560466,,
864252,1,17/03/2002,MWBC,H094879522414,,
831861,1,28/02/2007,WIRI,A042025448322,,
681893,2,14/10/2005,BOTH,B051123714342,,
740754,2,28/12/2007,WBRI,L087775437262,,
306870,1,26/10/2003,REFU,O001367587323,,
96935,1,18/07/2002,CHNE,I062412483276,,
729233,2,07/12/2007,OOTH,G004964948238,,
804955,1,09/05/2006,REFU,D007056841913,,
334368,1,03/04/2006,AIND,L028792298768,,
558590,2,29/08/2009,WBRI,W020250502990,,
357220,1,30/07/2005,MWBA,X085070923823,,
156679,1,04/03/2006,BCRB,H037645540127,,
840802,1,02/12/2005,AOTH,O047182337980,,
427763,1,10/09/2009,MOTH,W026278043831,,
232564,1,28/06/2005,ABAN,Q062449963331,,
956636,2,04/06/2003,MWBA,S025285893876,,
533183,1,23/10/2004,NOBT,I014564225411,,
952289,1,15/02/2009,WBRI,A093384733452,,
50020,1,31/08/1999,WBRI,W003389954371,,
442750,2,20/10/2008,WIRT,Y053556022495,,
773003,1,28/06/2006,NOBT,B057901522761,,
959235,2,01/07/2003,BAFR,Z054464683471,,
530282,1,29/04/2007,WIRI,G024242807169,,
395766,2,22/07/2008,AIND,L055752633696,,
584671,2,06/08/2008,ABAN,Q072271036671,,
561041,2,02/06/1999,MOTH,A070684008218,,
673935,2,11/11/2007,WBRI,L095168493623,,
261040,1,19/11/2002,BAFR,T087895671986,,
435450,2,21/04/2002,WIRI,S006591523642,,
688510,2,03/09/2000,MWBA,V071934912242,,
684861,2,20/10/2008,BOTH,P071733871682,,
198564,1,24/10/2005,MWAS,P047275123481,,
69504,2,23/06/2008,OOTH,E075384745223,,
773456,1,10/10/2001,MWAS,E030983162950,,
448742,2,23/06/2001,MWAS,A076697046522,,
374389,1,24/06/2003,ABAN,V042733144571,,
965457,2,15/06/2000,MOTH,D091580550401,,
59856,1,11/01/2004,WIRI,I063792289283,,
802322,2,21/11/1999,MOTH,Z030990790855,,
552541,1,23/09/2009,REFU,G028589653879,,
298190,2,04/03/2005,WOTH,O066578018768,,
180759,1,08/04/2002,AIND,N000931516549,,
373218,2,06/08/2009,WIRT,H032761928047,,
289121,1,09/10/2006,AOTH,U090716398126,,
116646,2,16/05/2005,BCRB,Z034275681264,,
333439,1,21/08/2005,AOTH,S091540637620,,
534419,2,07/11/1999,MWBA,P050770842828,,
482840,2,14/01/2005,BOTH,A085653112086,,
48338,2,30/05/2001,MWBA,Y080945108691,,
507322,2,04/01/2008,WIRT,H097482181693,,
493904,2,27/06/2008,BOTH,D070136791602,,
499567,1,20/02/2001,MOTH,Y019814875489,,
724607,2,05/07/2003,BAFR,G047147987374,,
850847,2,05/10/2003,APKN,K082991898219,,
787064,1,05/10/2001,MWBA,X054946569046,,
973661,2,10/06/2000,BAFR,A014163972639,,
355602,1,13/02/2004,WBRI,G080686046097,,
550204,1,18/01/2007,WBRI,Z026532077112,,
311063,1,28/05/2009,WIRT,B007827604339,,
218168,2,11/07/2004,MWAS,M058030200934,,
877613,1,28/12/1999,MWBA,Z023127418896,,
515794,1,11/07/2004,BAFR,Q082542520820,,
474201,2,30/12/2005,MOTH,M032516090016,,
711540,1,30/03/2004,BAFR,O017666959736,,
98444,1,29/06/2006,WIRI,Z061458167893,,
204118,2,21/10/2001,AOTH,Y032357673917,,
60288,2,29/07/2006,OOTH,Q082280579417,,
670407,1,15/12/2008,BCRB,L056690140727,,
