CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
214178,1,12/09/2002,NOBT,P047203921014,,
981287,1,26/01/2003,MWBA,U058419588348,,
830338,1,24/05/2006,AIND,X003972288085,,
349082,2,14/05/2006,CHNE,C047512541590,,
91711,2,27/04/2001,OOTH,Y016608683337,,
632442,1,20/01/2005,MOTH,O071795789800,,
836643,2,22/11/2004,MOTH,I030369349411,,
195764,2,21/02/2004,WROM,H049429355439,,
909944,1,13/04/2002,WIRI,J023829992196,,
440549,2,03/12/2006,MWBA,B064037441287,,
910378,1,13/12/2009,MWAS,B023913612090,,
713648,2,01/10/2002,MWBA,P062123386160,,
21847,1,13/02/2004,WROM,Z011993524554,,
330697,1,12/10/2009,MWBC,P029323305197,,
413915,2,01/11/2002,AIND,P031181789343,,
631575,1,22/10/2008,WROM,E099716520476,,
192668,1,07/07/2005,MWBC,N000335584658,,
982154,2,28/07/2001,CHNE,I088088654954,,
184308,1,01/06/2004,OOTH,F046420651728,,
393387,2,29/01/2006,WIRI,Z058876807681,,
453572,2,27/06/2004,MOTH,I026508187722,,
857997,1,03/06/2004,OOTH,R099220405597,,
247180,1,12/08/2005,WIRT,Z022464614432,,
6415,1,29/08/2006,AIND,F033988734163,,
629818,1,11/08/2002,WIRT,M008861077199,,
648222,1,16/04/2003,WBRI,N051938630525,,
21593,2,04/11/2001,MOTH,H056122346822,,
380303,2,19/06/2005,BOTH,X086286406785,,
143799,2,24/02/2008,REFU,N099059840895,,
680465,1,16/06/2002,REFU,Z091718254796,,
101362,1,12/02/2008,MWBA,M099454790630,,
679728,2,17/05/2002,BOTH,D058339201817,,
802543,2,05/04/2003,MOTH,O055717133865,,
71212,1,21/10/2005,MWBC,Z001925542051,,
612940,1,24/11/2005,WOTH,A003822305686,,
617426,2,30/11/2004,ABAN,D088284312670,,
717687,2,24/06/2004,WOTH,N011344330592,,
106241,1,24/12/2006,OOTH,U024318220169,,
420134,1,01/11/2002,MWAS,S031429852674,,
635964,2,04/08/2008,WBRI,O063156840393,,
384546,1,09/04/2005,BCRB,W096341189408,,
815720,2,24/05/2005,WIRT,W098983056554,,
133330,2,31/03/2002,WIRT,X002546712092,,
688239,2,09/05/2009,WOTH,B027288022182,,
894785,1,21/05/2008,WIRT,V058982866516,,
645812,1,16/09/2004,MOTH,F075071248480,,
822438,2,26/02/2004,ABAN,W037742180756,,
795289,2,26/03/2009,WBRI,G001550240323,,
413831,2,20/05/2002,CHNE,E085513080158,,
479546,2,20/06/2004,WROM,T023616009919,,
476742,1,29/06/2003,WIRI,N078979811018,,
878043,2,13/10/2002,AIND,P002609187593,,
836390,1,04/02/2006,MWBC,W045004812806,,
285207,1,06/11/2006,MWBC,J057682867771,,
208004,1,10/08/2008,OOTH,V073576679486,,
567517,1,12/03/2005,WIRI,L053339980268,,
86668,2,04/02/2007,AOTH,Y077084356283,,
468377,2,04/08/2009,MWAS,Q025084983164,,
369699,2,10/07/2009,AOTH,O025381805764,,
853697,1,23/09/2004,WBRI,X099732345480,,
369488,2,12/09/2001,MWBC,N054210575389,,
64562,2,17/06/2002,MWBA,O006555315645,,
534492,2,17/08/2006,MOTH,Y048194690939,,
994285,2,13/01/2006,MWAS,P011370238806,,
372509,2,23/07/2009,CHNE,B094429243485,,
655772,2,04/07/2005,WBRI,W081625066459,,
163267,2,09/07/2007,ABAN,V094699942403,,
610919,1,04/06/2002,BAFR,M073610154144,,
186596,2,12/10/2008,AIND,W021307552990,,
379507,2,12/08/2003,OOTH,T026518202090,,
245022,2,30/05/2004,BOTH,R028495108112,,
979997,1,26/08/2006,BOTH,W040869565659,,
933360,1,16/06/2007,BOTH,P008714621502,,
520411,2,19/10/2006,BAFR,K081122728594,,
442704,1,22/09/2003,REFU,S075767370222,,
687605,2,19/05/2009,AIND,O058569223152,,
954202,2,10/09/2004,AOTH,X051743978002,,
221218,2,26/06/2006,APKN,V011325960248,,
990787,2,27/07/2003,WIRI,T044014424407,,
362033,2,16/08/2004,WIRT,D060707064018,,
34153,2,29/07/2008,WROM,B074698293514,,
979155,1,13/07/2008,MWBC,K052932971782,,
447690,1,10/03/2008,AOTH,N042829836086,,
571830,2,04/03/2005,MWAS,F010619698203,,
656076,1,04/09/2007,BAFR,C014158485608,,
679022,1,30/11/2002,WIRT,O008874923542,,
756853,2,23/06/2006,BOTH,C097398776303,,
159388,2,11/04/2005,WROM,Q056192525057,,
266650,1,11/09/2006,APKN,Y007951826550,,
604407,1,30/05/2008,BAFR,B079431354612,,
960186,2,14/01/2007,MWBA,F041131784225,,
406846,2,17/04/2009,MWBC,W043370432142,,
496063,2,04/04/2007,ABAN,D095980736334,,
633285,1,09/09/2006,WROM,N051625436170,,
814087,1,03/07/2007,BCRB,T040175073106,,
16960,1,12/03/2009,APKN,V024089230359,,
295116,2,31/08/2006,MOTH,X091944716008,,
297403,2,21/12/2004,AOTH,Y044995074588,,
309655,1,04/06/2006,REFU,A072993740270,,
636479,2,15/07/2008,MWAS,I021092728856,,
588334,2,30/05/2002,AOTH,D044329249646,,
571007,2,22/09/2009,AOTH,X004460631323,,
869102,1,03/12/2008,WIRI,X078063122799,,
988280,2,09/04/2008,AOTH,P008164917573,,
790932,2,19/05/2007,AIND,F071705499395,,
247698,2,18/05/2004,WBRI,L073046772523,,
975004,1,06/10/2008,MWBA,Z055305609394,,
528962,2,10/11/2004,BAFR,T061793193706,,
88024,1,05/02/2008,MWAS,S051040920649,,
827864,1,05/02/2002,WIRT,R046681309258,,
569582,2,31/03/2005,MOTH,B077382719036,,
