CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
259754,1,02/05/2007,MOTH,X012605454287,,
451430,1,05/06/2002,WBRI,C006644338139,,
536499,2,15/02/2002,MWAS,V099394504485,,
585985,1,02/08/2002,CHNE,R016961879461,,
458146,2,11/12/2000,WOTH,Y093791936878,,
115810,1,03/11/2008,BCRB,J036726362111,,
700392,2,07/08/2008,MOTH,Z051414404651,,
336438,2,27/05/2003,BOTH,Y034668472441,,
260471,1,17/03/2002,AOTH,J031376199335,,
300991,1,27/01/2001,APKN,J064396537844,,
631002,2,24/11/2000,WIRT,G099305176452,,
531616,1,30/09/2001,APKN,H052678878193,,
725812,2,21/11/2006,WBRI,P002971600776,,
904092,2,20/06/2005,REFU,Y067126633030,,
735996,1,05/10/2007,WROM,C009844470867,,
814676,2,21/02/2002,MOTH,L051308299899,,
424048,2,28/04/2004,WIRI,K052262191905,,
502939,1,08/07/2005,AOTH,J006324372711,,
955390,1,03/09/2005,CHNE,M053319012692,,
535258,1,24/01/2009,WIRT,Y042695356004,,
536074,2,05/11/2008,WIRI,O071080534225,,
504825,1,02/10/2008,APKN,X022195043820,,
731959,2,29/09/2007,WOTH,R061705640248,,
115869,1,06/08/2006,NOBT,M027788110997,,
370716,1,21/07/2009,WOTH,S085294584266,,
279171,1,15/01/2008,MOTH,Y090960052228,,
99151,1,27/12/2005,REFU,V026071191052,,
87408,2,09/01/2005,MOTH,P019403841816,,
332604,1,08/09/2002,MWAS,Y089693361499,,
204727,1,17/03/2006,APKN,X017180369396,,
872667,2,26/09/2006,ABAN,Y072060183409,,
204635,2,19/09/2007,WBRI,G062312119458,,
604939,2,25/01/2005,BCRB,J094995647415,,
96146,1,28/01/2009,REFU,M077031628515,,
294712,2,19/12/2009,WIRI,V065638224431,,
472738,1,09/10/2005,OOTH,M025668792766,,
993726,2,18/02/2001,ABAN,M028925757624,,
753062,2,24/06/2008,MWAS,L079632235794,,
562913,1,21/01/2002,WOTH,X072942545850,,
862146,2,02/08/2006,APKN,T040866019829,,
2351,1,19/07/2003,NOBT,H073568167382,,
682527,1,22/04/2008,MWAS,X052722440351,,
404747,2,29/12/2005,WOTH,M083923061390,,
923340,1,01/07/2000,MWAS,A069379035262,,
280577,1,21/11/2007,WBRI,A088291693314,,
274248,2,12/06/2005,AIND,W096544617608,,
303075,1,13/11/2006,ABAN,P098055642543,,
340899,1,10/05/2001,WIRT,H063323829962,,
937777,2,13/09/2005,ABAN,N007572513278,,
442009,2,17/02/2004,NOBT,B000162331256,,
557029,2,04/01/2007,AIND,T099634773040,,
479556,1,15/04/2006,MWBA,A054171871308,,
956819,1,15/11/2002,REFU,R003625207297,,
673109,1,06/10/2000,WOTH,Q032699198676,,
506970,1,18/12/2009,BAFR,E076150921231,,
745426,2,03/10/2007,APKN,Q051556941170,,
787415,1,12/04/2004,MWBC,C053014138768,,
230147,2,15/06/2005,BAFR,E096082708682,,
462241,1,09/07/2003,NOBT,O059307399715,,
213931,2,21/06/2002,BCRB,N011095490793,,
365497,1,08/01/2009,ABAN,B088648905633,,
737153,1,31/05/2003,WOTH,S091529097102,,
464233,1,31/03/2005,WIRT,Z026566439651,,
774643,2,27/06/2006,MWAS,Y055033091670,,
994928,1,01/02/2005,WROM,G039321116055,,
694959,1,11/09/2008,MWAS,Z092594109024,,
248635,2,30/10/2001,BAFR,O075790678196,,
513331,1,11/10/2009,WIRT,U062830585128,,
876949,1,11/03/2001,AIND,A055109283182,,
311627,1,25/02/2001,MWBC,M096485943580,,
842080,2,14/05/2007,WROM,E036647976521,,
927421,2,19/03/2007,ABAN,L096634408111,,
643340,1,12/04/2004,WIRT,B025161806306,,
550940,1,11/07/2004,BCRB,R034294505579,,
155620,2,19/09/2004,OOTH,A001366054712,,
386356,1,23/08/2008,BAFR,H047853649807,,
365512,2,11/02/2001,MOTH,Q071750813981,,
635687,1,25/10/2004,AIND,J067297367919,,
428775,1,18/03/2005,AIND,O074379008676,,
291083,2,10/08/2006,MWBA,M090388820257,,
673034,2,12/02/2008,MWAS,H057704240760,,
814038,2,09/01/2007,MWAS,X044981123816,,
422444,2,30/11/2001,OOTH,M097328773264,,
742220,2,24/09/2000,BAFR,M014519228329,,
280524,1,24/12/2003,MWBC,G083032692351,,
318887,1,07/09/2002,WROM,K044405090237,,
5955,1,19/08/2009,BAFR,J068827775173,,
781863,1,02/04/2002,WBRI,Y066761025102,,
99273,1,03/07/2005,REFU,Y085151664331,,
775675,2,02/04/2006,BOTH,J070382886759,,
347253,2,29/11/2000,REFU,U091574097544,,
140405,1,02/03/2008,NOBT,X024963182164,,
753090,1,26/12/2009,MWBC,N074041046350,,
610489,2,24/05/2006,APKN,T037978312243,,
719836,2,30/07/2005,BAFR,V088817270605,,
628500,1,07/09/2000,WBRI,I060079204878,,
397940,2,17/03/2005,AOTH,T080178625463,,
991189,1,20/05/2006,WBRI,S015033405894,,
70568,1,05/08/2000,NOBT,Z054840334203,,
472130,1,04/02/2004,MWBA,B023555825835,,
261597,1,05/01/2006,WIRI,I083713247408,,
942534,2,19/09/2009,MWAS,R040767669795,,
210846,2,09/11/2007,WOTH,A011305635661,,
187276,1,02/09/2006,AOTH,A030266826026,,
293925,1,26/12/2000,ABAN,U067044939862,,
716651,1,14/11/2009,AIND,L008065103647,,
690022,1,13/05/2002,MOTH,Q090506719697,,
171369,2,29/07/2001,ABAN,K086104209748,,
812221,2,10/08/2006,APKN,V003349657697,,
70974,2,22/12/2008,MOTH,W043187278370,,
972733,1,06/05/2008,MWAS,L074293376676,,
489455,2,31/08/2008,OOTH,F011477533389,,
211309,1,07/11/2004,MWAS,T048741222233,,
359195,2,09/02/2009,AIND,I038100633233,,
159447,2,08/12/2008,OOTH,B013886067330,,
352274,1,02/10/2000,BOTH,F059320444035,,
418846,1,26/08/2009,APKN,Y083756633299,,
893365,2,06/09/2003,MOTH,B069232251370,,
831429,2,26/12/2009,OOTH,P085918211744,,
57648,1,02/09/2008,NOBT,E078333898249,,
315859,2,27/07/2000,WIRT,K069467004274,,
484400,1,22/04/2003,CHNE,B067536638464,,
539670,2,14/04/2008,WBRI,G075411589743,,
579068,2,06/11/2002,OOTH,A042666227730,,
1656,1,25/01/2006,WBRI,J085527718559,,
679089,1,23/07/2001,WIRI,M018282532437,,
257705,2,06/03/2007,WROM,K096643170384,,
411707,2,28/10/2008,MOTH,A077301877588,,
534005,2,14/05/2000,APKN,D073152340737,,
103114,2,16/05/2006,MWBA,K005912181735,,
414521,2,14/10/2009,CHNE,I073964300941,,
777424,1,05/11/2005,BOTH,X064236256900,,
388154,2,11/06/2008,BOTH,V023158284458,,
227488,2,11/08/2004,MWBC,I034975157626,,
279660,2,09/02/2009,OOTH,U097932615128,,
481088,1,28/02/2006,CHNE,K088832986703,,
629831,2,04/10/2007,BAFR,J093468576125,,
766270,1,09/02/2002,MWBC,E003704228614,,
800491,2,05/07/2008,BAFR,X013500857289,,
750487,2,11/06/2003,CHNE,H029935423528,,
63975,2,09/12/2006,CHNE,N003600836325,,
53927,2,25/01/2006,WOTH,D098398624737,,
460752,2,14/11/2008,OOTH,R089951240129,,
460574,1,24/12/2002,MOTH,D086331036644,,
284120,1,25/05/2009,WOTH,Q075356713877,,
546042,1,12/06/2003,WROM,T072999949937,,
425538,1,23/08/2009,WROM,M095814341035,,
584620,1,14/12/2000,MWAS,A096094318072,,
164592,2,03/10/2004,MOTH,D061467442844,,
519,1,26/03/2002,AOTH,Z083151961630,,
75578,1,20/06/2001,BAFR,U049087631928,,
838434,2,12/07/2006,CHNE,J082515354925,,
325007,1,06/12/2009,CHNE,H052060460155,,
290,2,13/11/2000,MWBC,S077270991828,,
294875,1,01/03/2004,MWBA,F062141812188,,
502148,1,05/10/2001,OOTH,F010072921303,,
411555,1,28/04/2001,MWBA,G063125093680,,
895808,1,26/01/2009,BAFR,G000052982093,,
740561,2,21/12/2006,BOTH,E059209051247,,
364661,2,21/07/2000,BAFR,R067471644448,,
454546,1,25/03/2009,MOTH,G083815330215,,
812096,2,04/06/2008,MWBA,W055040635331,,
546571,2,04/05/2003,NOBT,O097325077435,,
444178,1,22/09/2000,BCRB,H068748435289,,
446453,1,19/08/2007,MWAS,O060088226723,,
275069,2,21/02/2008,REFU,C047233588915,,
216649,2,22/04/2004,WIRT,M094850983577,,
579001,1,23/10/2006,WROM,V075376052261,,
625998,2,06/07/2003,BOTH,M070449482970,,
549349,1,14/05/2005,NOBT,Y037398738157,,
852739,1,22/02/2007,WBRI,S084266748184,,
149412,2,16/11/2007,BCRB,V042380038652,,
417910,1,01/07/2001,MOTH,Z051805894237,,
755819,2,30/08/2008,CHNE,C098641532391,,
162049,1,05/04/2008,OOTH,U075088365759,,
282989,1,22/10/2009,BOTH,O012221421828,,
818828,2,27/12/2000,WIRI,P084109199756,,
675419,1,06/03/2005,AIND,X017327609833,,
970280,2,02/07/2007,NOBT,E037689757645,,
948155,1,25/11/2006,WIRI,N057905873205,,
544632,1,08/04/2000,AIND,I003960568634,,
397023,2,24/02/2003,OOTH,W009792898792,,
923920,1,30/07/2000,ABAN,W014653132554,,
422617,2,08/07/2005,NOBT,F001088721722,,
536218,1,25/07/2009,OOTH,B080852841567,,
709655,1,17/05/2006,ABAN,R067442039196,,
871945,1,22/01/2006,APKN,L066704408874,,
422413,1,15/05/2009,BCRB,P076509903805,,
92150,2,31/07/2008,ABAN,X075537188636,,
282067,1,13/10/2006,WBRI,L069288592535,,
672530,1,02/04/2002,WBRI,J098196068854,,
719756,1,27/03/2008,WOTH,G002637750426,,
844369,1,24/03/2006,AIND,U057820454535,,
533989,2,27/11/2002,MWAS,K082258907992,,
731704,2,31/12/2007,AIND,G012866603948,,
236096,2,28/11/2008,MWBA,Y043116630012,,
993069,2,25/08/2005,MOTH,D005392752387,,
146596,2,04/11/2003,WIRT,T084635363492,,
46269,2,23/11/2009,REFU,G040660869968,,
865691,2,13/12/2003,MWAS,M079679871033,,
324051,2,02/11/2005,MWBA,X029965769702,,
717291,1,10/05/2008,WBRI,R043830567316,,
593379,1,09/09/2002,NOBT,R002150782342,,
814378,2,16/08/2000,AIND,T034688987368,,
905870,1,24/05/2002,BCRB,M000534024714,,
882477,2,03/07/2001,MWBA,E021167971628,,
828730,2,16/07/2003,CHNE,W031091763501,,
278501,2,20/01/2009,WROM,R014360234551,,
666948,2,31/10/2002,BOTH,U071041791144,,
140302,1,16/03/2004,WIRI,Q043462748535,,
438335,1,07/07/2009,OOTH,S049196704737,,
122983,1,09/03/2006,AOTH,R029520689140,,
516144,1,20/11/2005,MWAS,U096866684592,,
433741,2,05/09/2007,MWAS,R006732373718,,
109036,2,22/09/2004,OOTH,C023816763637,,
163651,2,09/10/2004,REFU,X069070010265,,
519059,1,14/08/2005,MOTH,L062252004368,,
524792,2,04/02/2002,WBRI,E021074591147,,
512334,2,09/08/2006,MWAS,I004115279608,,
625116,2,16/02/2008,MWAS,M043488667151,,
653400,1,03/06/2001,WIRT,U041817259633,,
288164,1,28/09/2007,BOTH,O051544951413,,
937220,2,04/06/2008,OOTH,S084967372908,,
576170,2,04/10/2007,WOTH,R037672110195,,
554262,1,20/09/2009,ABAN,I022265318790,,
42306,2,20/09/2002,REFU,Z048415637684,,
715090,2,16/04/2007,AIND,Y053926726728,,
127822,2,14/01/2007,WIRT,G082529607502,,
720102,1,07/09/2007,AIND,N089185129229,,
62049,1,26/02/2007,WIRT,V007238896684,,
180755,1,19/11/2005,BCRB,X015184128838,,
675875,1,11/04/2005,WIRT,V045446009442,,
34572,2,17/09/2008,BCRB,B055762752526,,
161955,1,13/01/2009,WBRI,V009092646622,,
616437,1,14/12/2004,APKN,G081565732555,,
137924,2,30/04/2007,WIRT,X002293765031,,
580909,1,03/07/2005,MWAS,J037685050373,,
741598,2,15/09/2001,AIND,Q016150865898,,
986890,2,23/10/2003,MOTH,N012106758458,,
625004,1,15/03/2008,WROM,F011614995802,,
897460,2,10/08/2008,OOTH,T088461658807,,
951716,1,01/02/2007,WOTH,H028653313898,,
563451,1,19/07/2006,WIRT,E047436963737,,
311255,2,26/08/2009,NOBT,G003904541844,,
601190,1,03/04/2007,APKN,Y054967331703,,
871541,2,22/08/2009,OOTH,B079212267334,,
261119,1,14/07/2007,BAFR,P072930722481,,
778189,2,04/09/2002,AOTH,R036876616149,,
948010,1,18/11/2006,WROM,Y089162837635,,
53639,2,17/01/2001,CHNE,B008138222402,,
992331,2,05/01/2006,BAFR,Q000523888240,,
244657,2,23/04/2002,WBRI,H060707288819,,
647811,1,24/05/2006,MOTH,Y003283235498,,
822010,1,19/01/2003,WROM,X093091750132,,
401650,2,15/10/2006,WBRI,M063490821928,,
109200,2,09/08/2008,ABAN,N053378718909,,
77296,1,30/06/2007,REFU,R059449166410,,
583209,1,02/07/2009,WROM,H031895823080,,
582902,1,13/02/2006,APKN,A010069569335,,
942509,1,05/02/2006,MWAS,B053854775398,,
73142,1,14/04/2006,WROM,B090324946866,,
817309,1,12/07/2005,BAFR,I081122421994,,
947752,2,15/02/2006,AIND,T003700624866,,
893776,1,03/11/2002,AOTH,E090439226140,,
978638,1,03/02/2005,WIRI,W042007626395,,
617686,2,28/11/2006,BOTH,W073455076868,,
19259,2,08/08/2007,WROM,K053655532422,,
110350,2,14/12/2003,AIND,M031904257479,,
676893,1,14/08/2002,ABAN,F075405406561,,
326293,1,28/08/2009,AOTH,H050087712692,,
549023,2,05/07/2005,APKN,P019900227986,,
288064,1,25/11/2000,MWAS,H028794284724,,
984305,2,21/09/2002,MOTH,M032527292790,,
118889,2,16/06/2004,BAFR,H073378260636,,
783886,1,13/03/2007,WIRT,Q076702560466,,
864252,1,17/03/2002,MWBC,H094879522414,,
831861,1,28/02/2007,WIRI,A042025448322,,
681893,2,14/10/2005,BOTH,B051123714342,,
306870,1,26/10/2003,REFU,O001367587323,,
96935,1,18/07/2002,CHNE,I062412483276,,
729233,2,07/12/2007,OOTH,G004964948238,,
804955,1,09/05/2006,REFU,D007056841913,,
334368,1,03/04/2006,AIND,L028792298768,,
558590,2,29/08/2009,WBRI,W020250502990,,
357220,1,30/07/2005,MWBA,X085070923823,,
156679,1,04/03/2006,BCRB,H037645540127,,
840802,1,02/12/2005,AOTH,O047182337980,,
533183,1,23/10/2004,NOBT,I014564225411,,
952289,1,15/02/2009,WBRI,A093384733452,,
442750,2,20/10/2008,WIRT,Y053556022495,,
959235,2,01/07/2003,BAFR,Z054464683471,,
530282,1,29/04/2007,WIRI,G024242807169,,
395766,2,22/07/2008,AIND,L055752633696,,
584671,2,06/08/2008,ABAN,Q072271036671,,
673935,2,11/11/2007,WBRI,L095168493623,,
435450,2,21/04/2002,WIRI,S006591523642,,
684861,2,20/10/2008,BOTH,P071733871682,,
198564,1,24/10/2005,MWAS,P047275123481,,
69504,2,23/06/2008,OOTH,E075384745223,,
773456,1,10/10/2001,MWAS,E030983162950,,
448742,2,23/06/2001,MWAS,A076697046522,,
374389,1,24/06/2003,ABAN,V042733144571,,
965457,2,15/06/2000,MOTH,D091580550401,,
59856,1,11/01/2004,WIRI,I063792289283,,
298190,2,04/03/2005,WOTH,O066578018768,,
180759,1,08/04/2002,AIND,N000931516549,,
373218,2,06/08/2009,WIRT,H032761928047,,
289121,1,09/10/2006,AOTH,U090716398126,,
116646,2,16/05/2005,BCRB,Z034275681264,,
333439,1,21/08/2005,AOTH,S091540637620,,
482840,2,14/01/2005,BOTH,A085653112086,,
48338,2,30/05/2001,MWBA,Y080945108691,,
507322,2,04/01/2008,WIRT,H097482181693,,
499567,1,20/02/2001,MOTH,Y019814875489,,
850847,2,05/10/2003,APKN,K082991898219,,
787064,1,05/10/2001,MWBA,X054946569046,,
355602,1,13/02/2004,WBRI,G080686046097,,
311063,1,28/05/2009,WIRT,B007827604339,,
218168,2,11/07/2004,MWAS,M058030200934,,
711540,1,30/03/2004,BAFR,O017666959736,,
204118,2,21/10/2001,AOTH,Y032357673917,,
60288,2,29/07/2006,OOTH,Q082280579417,,
737726,2,17/05/2008,CHNE,L058670690614,,
58309,1,30/12/2000,REFU,V024405324654,,
648057,1,28/06/2009,CHNE,R040595683488,,
892330,2,21/08/2005,APKN,J034848297206,,
866837,1,27/09/2002,OOTH,K098828333896,,
854826,1,12/02/2001,ABAN,Y057584625644,,
659430,2,10/04/2003,AIND,Q064727194396,,
264289,1,07/12/2007,REFU,M018860799651,,
694922,1,19/07/2002,REFU,P094406480310,,
573864,1,20/02/2008,BAFR,Q058358984984,,
793347,1,17/10/2003,WOTH,G026331179666,,
553848,1,22/02/2008,NOBT,Q011320601641,,
87101,2,07/12/2007,MWBA,D020791159791,,
255201,1,23/11/2007,WIRT,A001522546263,,
4015,1,06/12/2003,NOBT,H085907469081,,
951969,1,02/11/2006,AOTH,V025993264806,,
606708,2,18/09/2003,WOTH,I096058873391,,
928597,2,29/07/2007,MOTH,E056717634618,,
262711,2,14/09/2007,REFU,S081687881585,,
441738,2,10/09/2006,MWAS,K019494509879,,
850642,2,11/11/2006,MWBA,D016985951833,,
693410,2,24/12/2003,WIRI,R004144869739,,
266902,1,02/05/2004,WROM,N052049038197,,
429851,2,10/12/2009,WIRI,F056611049461,,
261594,2,17/12/2001,ABAN,H070321813646,,
828914,1,09/01/2005,BOTH,G090174302979,,
119095,1,05/12/2007,BAFR,T057528386915,,
214178,1,12/09/2002,NOBT,P047203921014,,
981287,1,26/01/2003,MWBA,U058419588348,,
830338,1,24/05/2006,AIND,X003972288085,,
349082,2,14/05/2006,CHNE,C047512541590,,
91711,2,27/04/2001,OOTH,Y016608683337,,
632442,1,20/01/2005,MOTH,O071795789800,,
373260,2,21/09/2008,MWBA,R018060330315,,
836643,2,22/11/2004,MOTH,I030369349411,,
84737,1,21/04/2004,WIRT,X025204130410,,
603626,1,22/09/2001,BAFR,U007275899122,,
195764,2,21/02/2004,WROM,H049429355439,,
118049,1,04/08/2001,OOTH,N062161336466,,
909944,1,13/04/2002,WIRI,J023829992196,,
440549,2,03/12/2006,MWBA,B064037441287,,
792567,2,15/02/2001,WIRT,D097146090858,,
910378,1,13/12/2009,MWAS,B023913612090,,
713648,2,01/10/2002,MWBA,P062123386160,,
21847,1,13/02/2004,WROM,Z011993524554,,
330697,1,12/10/2009,MWBC,P029323305197,,
413915,2,01/11/2002,AIND,P031181789343,,
631575,1,22/10/2008,WROM,E099716520476,,
192668,1,07/07/2005,MWBC,N000335584658,,
223870,1,16/09/2000,WBRI,A066502969583,,
982154,2,28/07/2001,CHNE,I088088654954,,
409218,2,31/12/2001,BCRB,Z001327382724,,
184308,1,01/06/2004,OOTH,F046420651728,,
393387,2,29/01/2006,WIRI,Z058876807681,,
841036,1,19/11/2008,AOTH,Q009377518128,,
453572,2,27/06/2004,MOTH,I026508187722,,
857997,1,03/06/2004,OOTH,R099220405597,,
247180,1,12/08/2005,WIRT,Z022464614432,,
543132,1,16/06/2004,AIND,C086364535462,,
767605,2,20/06/2006,APKN,H022774668507,,
6415,1,29/08/2006,AIND,F033988734163,,
629818,1,11/08/2002,WIRT,M008861077199,,
765303,1,10/04/2008,MWAS,J024161603617,,
648222,1,16/04/2003,WBRI,N051938630525,,
21593,2,04/11/2001,MOTH,H056122346822,,
380303,2,19/06/2005,BOTH,X086286406785,,
143799,2,24/02/2008,REFU,N099059840895,,
817314,1,12/10/2007,OOTH,R088751549292,,
427390,1,16/10/2006,WROM,N015660778822,,
680465,1,16/06/2002,REFU,Z091718254796,,
564323,1,28/12/2004,OOTH,J010236504815,,
101362,1,12/02/2008,MWBA,M099454790630,,
834242,2,29/10/2004,AIND,R094502193405,,
201733,1,19/07/2002,MOTH,I099833991726,,
903664,2,05/09/2000,MWBA,L087268007291,,
679728,2,17/05/2002,BOTH,D058339201817,,
802543,2,05/04/2003,MOTH,O055717133865,,
71212,1,21/10/2005,MWBC,Z001925542051,,
612940,1,24/11/2005,WOTH,A003822305686,,
617426,2,30/11/2004,ABAN,D088284312670,,
717687,2,24/06/2004,WOTH,N011344330592,,
98753,1,29/08/2002,WROM,P032701593144,,
106241,1,24/12/2006,OOTH,U024318220169,,
420134,1,01/11/2002,MWAS,S031429852674,,
635964,2,04/08/2008,WBRI,O063156840393,,
21038,1,11/11/2005,BCRB,D015126848618,,
384546,1,09/04/2005,BCRB,W096341189408,,
815720,2,24/05/2005,WIRT,W098983056554,,
133330,2,31/03/2002,WIRT,X002546712092,,
688239,2,09/05/2009,WOTH,B027288022182,,
859568,1,29/12/2000,BAFR,K087510181640,,
894785,1,21/05/2008,WIRT,V058982866516,,
645812,1,16/09/2004,MOTH,F075071248480,,
704159,1,11/06/2009,WIRI,K002117379100,,
822438,2,26/02/2004,ABAN,W037742180756,,
115254,2,28/08/2000,BOTH,I006900533424,,
795289,2,26/03/2009,WBRI,G001550240323,,
413831,2,20/05/2002,CHNE,E085513080158,,
479546,2,20/06/2004,WROM,T023616009919,,
639837,2,22/05/2007,BCRB,Y009937814893,,
882936,2,08/06/2002,WOTH,K009074692690,,
238852,1,26/07/2004,NOBT,O008745492719,,
983227,2,05/08/2000,ABAN,E077707519338,,
476742,1,29/06/2003,WIRI,N078979811018,,
878043,2,13/10/2002,AIND,P002609187593,,
230497,1,20/09/2004,WROM,R032921144951,,
836390,1,04/02/2006,MWBC,W045004812806,,
285207,1,06/11/2006,MWBC,J057682867771,,
208004,1,10/08/2008,OOTH,V073576679486,,
567517,1,12/03/2005,WIRI,L053339980268,,
650517,2,05/08/2002,BOTH,I066611395168,,
745488,2,15/12/2001,WIRI,L046180296064,,
86668,2,04/02/2007,AOTH,Y077084356283,,
468377,2,04/08/2009,MWAS,Q025084983164,,
628941,2,11/10/2006,MWBA,L055166112691,,
369699,2,10/07/2009,AOTH,O025381805764,,
853697,1,23/09/2004,WBRI,X099732345480,,
369488,2,12/09/2001,MWBC,N054210575389,,
448400,2,07/01/2007,MWBC,B087398548399,,
12539,2,22/04/2000,MWBC,Z091166982083,,
64562,2,17/06/2002,MWBA,O006555315645,,
534492,2,17/08/2006,MOTH,Y048194690939,,
994285,2,13/01/2006,MWAS,P011370238806,,
582281,2,01/07/2000,ABAN,R025959460025,,
372509,2,23/07/2009,CHNE,B094429243485,,
84450,2,30/08/2000,WOTH,A057651213509,,
655772,2,04/07/2005,WBRI,W081625066459,,
163267,2,09/07/2007,ABAN,V094699942403,,
610919,1,04/06/2002,BAFR,M073610154144,,
186596,2,12/10/2008,AIND,W021307552990,,
379507,2,12/08/2003,OOTH,T026518202090,,
245022,2,30/05/2004,BOTH,R028495108112,,
979997,1,26/08/2006,BOTH,W040869565659,,
933360,1,16/06/2007,BOTH,P008714621502,,
389737,2,25/03/2004,WROM,B057672892489,,
31063,1,19/10/2000,BAFR,G020745464297,,
520411,2,19/10/2006,BAFR,K081122728594,,
671612,1,04/06/2001,BAFR,C008556062278,,
442704,1,22/09/2003,REFU,S075767370222,,
739118,1,13/08/2005,AOTH,X008493014804,,
958808,1,31/01/2001,BOTH,U025056158245,,
687605,2,19/05/2009,AIND,O058569223152,,
954202,2,10/09/2004,AOTH,X051743978002,,
221218,2,26/06/2006,APKN,V011325960248,,
990787,2,27/07/2003,WIRI,T044014424407,,
362033,2,16/08/2004,WIRT,D060707064018,,
34153,2,29/07/2008,WROM,B074698293514,,
979155,1,13/07/2008,MWBC,K052932971782,,
447690,1,10/03/2008,AOTH,N042829836086,,
571830,2,04/03/2005,MWAS,F010619698203,,
287890,2,14/04/2000,OOTH,X093167654895,,
656076,1,04/09/2007,BAFR,C014158485608,,
679022,1,30/11/2002,WIRT,O008874923542,,
756853,2,23/06/2006,BOTH,C097398776303,,
159388,2,11/04/2005,WROM,Q056192525057,,
782906,1,27/11/2000,AOTH,H035065538760,,
266650,1,11/09/2006,APKN,Y007951826550,,
339147,2,02/03/2009,WROM,A096561183348,,
604407,1,30/05/2008,BAFR,B079431354612,,
147816,1,07/12/2001,WIRT,O081284825129,,
276079,1,27/11/2002,MWBA,M014438865898,,
960186,2,14/01/2007,MWBA,F041131784225,,
415235,2,28/05/2001,AOTH,D091967128218,,
406846,2,17/04/2009,MWBC,W043370432142,,
87322,2,27/02/2002,MWAS,M005696971224,,
496063,2,04/04/2007,ABAN,D095980736334,,
633285,1,09/09/2006,WROM,N051625436170,,
814087,1,03/07/2007,BCRB,T040175073106,,
16960,1,12/03/2009,APKN,V024089230359,,
295116,2,31/08/2006,MOTH,X091944716008,,
297403,2,21/12/2004,AOTH,Y044995074588,,
309655,1,04/06/2006,REFU,A072993740270,,
636479,2,15/07/2008,MWAS,I021092728856,,
166761,2,19/12/2008,WIRT,D020659109925,,
588334,2,30/05/2002,AOTH,D044329249646,,
571007,2,22/09/2009,AOTH,X004460631323,,
869102,1,03/12/2008,WIRI,X078063122799,,
